TIEN.ST;TIETO;BUY;250.8;253.6;250.8;252.8;0.8;1,534
TLSN.ST;TELIA COMPANY;STAY LONG;37.92;38.31;37.82;37.92;0.05;11,568,400
TMG.ST;THE MARKETING GROUP;SHORT;0.595;0.6;0.53;0.57;-5;343,545
TOBII.ST;TOBII;STAY LONG;38.2;38.2;37.6;37.8;-0.79;265,11
TOBIN.ST;TOBIN PROPERTIES;STAY IN CASH;49.5;51.5;49;51.5;4.89;51,28
TOBIN-PREF.ST;TOBIN PROPERTIES PRF;STAY IN CASH;119;120;119;119.25;0.21;3,272
TRAC-B.ST;TRACTION B;BUY;195;201;194.5;195.5;1.03;933
TRANS.ST;TRANSTEMA;STAY SHORT;58;58.25;56.25;56.75;-2.16;7,817
TREL-B.ST;TRELLEBORG B;STAY LONG;190.1;192.9;189.5;190.5;0.63;695,581
TRENT.ST;TRENTION;STAY SHORT;52.75;53;52;52;-0.95;2,668
TROAX.ST;TROAX GROUP;BUY;266;274;266;272;2.06;42,274
UFLX-B.ST;UNIFLEX B;STAY IN CASH;19.3;19.5;19.1;19.2;-0.52;29,916
ULED.NGM;UNI-LIGHT LED;STAY LONG;3.45;4;3.45;3.75;-1.83;16,784
UNIBAP.ST;UNIBAP;STAY LONG;25.5;26.4;25.1;26.2;1.16;11,979
UTG.ST;UNLIMITED TRAVEL GROUP;STAY LONG;29.9;30.5;29.8;30.5;2.01;4,27
VBG-B.ST;VBG B;STAY LONG;132.5;134;130.75;132;1.15;3,026
VEMF-SDB.ST;VOSTOK EMERGING FINANCE SDR;STAY LONG;1.78;1.83;1.77;1.78;0;92,494
VERI.ST;VERISEC;STAY SHORT;155;155;150;155;-1.27;1,129
VICO.ST;VICORE PHARMA HOLDING;STAY SHORT;31.4;31.4;29.2;30.5;-0.65;25,953
VICP.ST;VICTORIA PARK;STAY LONG;28.4;28.7;28;28;-1.75;15,86
VICP-B.ST;VICTORIA PARK B;STAY IN CASH;28.9;28.9;28.5;28.9;1.76;87,377
VICP-PREF.ST;VICTORIA PARK PRF;STAY LONG;313;315.5;313;313;-0.32;1,2
VIT-B.ST;VITEC SOFTWARE GROUP B;STAY SHORT;81;81.25;81;81.25;0.31;9,715
VITR.ST;VITROLIFE;STAY IN CASH;667;670;661;665;-0.3;17,462
VNV-SDB.ST;VOSTOK NEW VENTURES SDR;STAY LONG;60;60;59;59.25;-1.25;32,538
VOLO.ST;VOLATI;BUY;62.5;64.75;62.5;64;0.79;92,124
VOLO-PREF.ST;VOLATI PRF;STAY SHORT;627;630;621;626;0.32;928
VOLV-A.ST;VOLVO A;STAY SHORT;142.2;146;141.8;145.7;7.37;286,541
VOLV-B.ST;VOLVO B;STAY SHORT;143;146.2;141.1;145.6;7.3;15,045,630
VRG-B.ST;VENUE B;STAY IN CASH;1.38;1.38;1.3;1.35;0;28,058
VSSAB-B.ST;VIKING SUPPLY SHIPS;STAY IN CASH;0.695;0.7;0.655;0.7;0.72;63,185
WALL-B.ST;WALLENSTAM B;STAY LONG;81;81.2;80.8;81.05;0.12;130,825
WESC.ST;WESC;STAY IN CASH;0.241;0.247;0.241;0.247;2.92;1,534
WIHL.ST;WIHLBORGS FASTIGHETER;STAY LONG;194;195.2;193;193.2;0.16;206,179
WINT.ST;WEST INTERNATIONAL;STAY LONG;11.45;11.45;11.05;11.2;-0.44;45,517
WISE.ST;WISE GROUP;STAY LONG;60.5;60.75;60;60.75;-0.41;2,759
WTX.ST;WILSON THERAPEUTICS SHS;STAY LONG;80;82.75;79.75;82;2.82;11,621
XACT.ST;XACT OMX30 ETF;STAY LONG;179.9;180.75;179.9;180.65;0.92;138,716
XACT-BEAR.ST;XACT BEAR ETF;STAY IN CASH;69.05;69.05;68.55;68.75;-1.08;408,818
XACT-BEAR-2.ST;XACT BEAR2 ETF;STAY IN CASH;60.3;60.3;59.75;59.85;-1.56;1,096,983
XACT-BULL.ST;XACT BULL ETF;BUY;337.75;339.65;337.75;339.2;1.21;10,172
XACT-BULL-2.ST;XACT BULL2 ETF;STAY LONG;621.5;626.6;621.5;625.8;1.59;77,92
XACTHDIV.ST;XACTHDIV ETF;STAY LONG;104.1;104.65;104.1;104.55;0.48;72,099
XACT-NORDEN-30.ST;XACT NORDEN 30 ETF;STAY LONG;109.3;110;109.3;109.95;0.78;113,964
XACT-OMXSB-UTD.ST;XACT OMXSB Utd ETF;STAY LONG;414;417.55;414;417.35;1.05;143,027
XACT-SMABOLAG.ST;XACT SVENSKA SMABOLAG UCITS ETF;STAY LONG;136.25;136.6;135.85;135.85;0.22;2,79
XANO-B.ST;XANO INDUSTRI B;STAY LONG;147.75;147.75;142.25;145.25;-1.69;1,065
XBRANE.ST;XBRANE BIOPHARMA;STAY LONG;61.25;62.5;59;61.25;1.24;50,402
XESC.ST;DBX ES50 DR 1C ETF;STAY SHORT;450.35;452;450.05;451.3;0.57;38,126
XINT.ST;XINTELA;STAY IN CASH;3.54;3.75;3.51;3.68;3.95;60,378
XMEM.ST;DB X-TRACKERS MSCI EM ETF;SHORT;360.2;360.2;359.85;360.05;-0.04;617
XMR.ST;XMREALITY;STAY SHORT;9.3;9.65;9.1;9.65;3.76;72,998
XMWO.ST;DBX MSCI WORLD ETF;STAY SHORT;431.6;433.1;431.3;433.1;0.42;68
XSPX.ST;DB X-TRACKERS S&P 500 ETF;STAY SHORT;348.5;348.5;348.5;348.5;0.22;29
XVIVO.ST;XVIVO PERFUS;STAY SHORT;93.5;93.5;91;93;-0.8;9,628
ZAPLOX.ST;ZAPLOX;STAY LONG;4.63;5.3;4.63;4.82;6.17;60,536
ZETA.ST;ZETA DISPLAY;STAY SHORT;15.5;15.7;15.4;15.4;-1.28;6,319
ZETA-PREF.ST;ZETADISPLAY PRF;STAY LONG;126.5;128;126.5;127.75;3.02;178
ZZ-B.ST;ZINZINO AB;STAY IN CASH;11;11;9.9;10.3;-0.96;41,491
