NAMESHORT;URL;VALUE;NAME
BONAV-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONAV-A.ST;119.16;test486
XMEM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMEM.ST;119.03;test487
UFLX-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UFLX-B.ST;118.84;test488
B3IT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=B3IT.ST;118.74;test489
CLEMO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLEMO.ST;118.15;test490
VOLO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO.ST;118.06;test491
XACT-BEAR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;117.85;test492
CHRO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CHRO.ST;117.3;test493
DUST.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DUST.ST;117.04;test494
AIK-B.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AIK-B.NGM;115.98;test495
POOL-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POOL-B.ST;115.77;test496
66669.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=66669.ST;115.75;test497
POLYG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=POLYG.ST;115.53;test498
IVACC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVACC.ST;114.63;test499
PDX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;114.63;test500
MPI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;114.56;test501
K2A-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=K2A-PREF.ST;113.59;test502
BRG-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRG-B.ST;113.36;test503
BTS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BTS-B.ST;113.08;test504
SDIP-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-PREF.ST;113.07;test505
KAPIAB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KAPIAB.ST;112.24;test506
MIPS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;112.16;test507
INDEX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INDEX.ST;111.31;test508
TLSN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TLSN.ST;111.1;test509
TFBANK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TFBANK.ST;110.72;test510
MTG-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;110.52;test511
VOLO-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VOLO-PREF.ST;108.77;test512
BRIN-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIN-B.ST;108.52;test513
ENG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENG.ST;108.03;test514
BRAV.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRAV.ST;107.83;test515
AHSL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AHSL.ST;107.23;test516
MULT.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;107.07;test517
SECI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECI.ST;107.03;test518
SAS-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAS-PREF.ST;106.47;test519
AAC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AAC.ST;106.43;test520
EFFP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EFFP.ST;106.42;test521
BIOVIC-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOVIC-B.ST;106.17;test522
NWG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;105.63;test523
LUMI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LUMI.ST;105.62;test524
ZETA-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA-PREF.ST;105.44;test525
AXIS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AXIS.ST;105.36;test526
RENT.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RENT.NGM;105.27;test527
MATRA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;105.26;test528
HANC-PREF-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HANC-PREF-A.ST;105.21;test529
SAGA-D.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAGA-D.ST;105.19;test530
RISEN.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=RISEN.NGM;104.94;test531
TOBIN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN.ST;104.34;test532
AMBEA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AMBEA.ST;104.18;test533
OLDM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OLDM.ST;103.57;test534
BUSER.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BUSER.ST;103.2;test535
UNIBAP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=UNIBAP.ST;102.52;test536
OP-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;102.47;test537
TRENT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TRENT.ST;102.32;test538
INSTAL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INSTAL.ST;102.12;test539
CBTT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CBTT-B.ST;101.95;test540
SDIP-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SDIP-B.ST;101.79;test541
DRIL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DRIL.ST;101.74;test542
MTRS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;101.66;test543
BONG.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BONG.ST;101.48;test544
A1M-TO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=A1M-TO.ST;101.33;test545
XMR.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMR.ST;101.3;test546
AGORA-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AGORA-PREF.ST;101.24;test547
PRLD.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PRLD.NGM;101.04;test548
QUART-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=QUART-PREF.ST;100.77;test549
SAPIAB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SAPIAB.ST;100.26;test550
EXPRS2.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=EXPRS2.ST;100.13;test551
ELEC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELEC.ST;99.93;test552
BIOS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BIOS.ST;99.85;test553
BOOZT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BOOZT.ST;99.85;test554
BRIG-TO3.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIG-TO3.ST;99.85;test555
ENERS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ENERS.ST;99.85;test556
SUSW.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SUSW.ST;99.85;test557
ZAPLOX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZAPLOX.ST;99.85;test558
FOOT-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FOOT-PREF.ST;99.52;test559
HOGK-PREF-A.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HOGK-PREF-A.ST;99.09;test560
DIAH.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DIAH.ST;99.06;test561
NTGRP.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;99.03;test562
ATIC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATIC.ST;98.98;test563
SECARE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SECARE.ST;98.94;test564
GENO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GENO.ST;98.46;test565
TANGI.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TANGI.ST;97.85;test566
FPAR-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FPAR-PREF.ST;97.79;test567
MACK-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MACK-B.ST;97.79;test568
HEBA-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HEBA-B.ST;97.77;test569
ABIGR.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ABIGR.NGM;97.37;test570
MCOV-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;97.15;test571
PEGRO-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;96.98;test572
AVEG-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AVEG-B.ST;96.82;test573
ATORX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ATORX.ST;96.71;test574
ANNX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ANNX.ST;96.69;test575
NHCBHFFS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;96.38;test576
NTEK-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;95.51;test577
XACTHDIV.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;95.5;test578
FMM-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FMM-B.ST;95.3;test579
ALM-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALM-PREF.ST;95.03;test580
GPG-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=GPG-PREF.ST;94.62;test581
TCC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TCC.ST;93.81;test582
SSM.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SSM.ST;93.73;test583
IVISYS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IVISYS.ST;92.74;test584
OP-PREFB.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;92.57;test585
MAXF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;92.52;test586
TERRNT-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TERRNT-B.ST;92.3;test587
DEFL-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DEFL-B.ST;92.15;test588
ISOFOL.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ISOFOL.ST;91.42;test589
SINT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SINT.ST;91.24;test590
OBDU-PREF-B.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-PREF-B.NGM;90.55;test591
BYGGP.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BYGGP.ST;90.38;test592
MAXK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;90.33;test593
PALS-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;89.38;test594
NAXS.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;87.39;test595
IQSE.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=IQSE.NGM;87.25;test596
ADDV-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ADDV-B.ST;87.19;test597
KARE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KARE.ST;86.7;test598
AINO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AINO.ST;85.68;test599
AERO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=AERO.ST;85.42;test600
MIDW-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;85.02;test601
DELARK.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=DELARK.ST;84.38;test602
FRISQ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=FRISQ.ST;83.8;test603
CLDRE-B.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=CLDRE-B.NGM;82.83;test604
MOMENT.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;81.83;test605
XESC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;81.56;test606
ACARIX.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ACARIX.ST;81.24;test607
ARCOMA.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ARCOMA.ST;79.7;test608
ALELIO.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO.ST;79.35;test609
HAV-B.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=HAV-B.ST;78.65;test610
TEONE.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TEONE.ST;75.88;test611
SARSYS.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=SARSYS.NGM;72.19;test612
LIFE%20B;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=LIFE%20B;71.14;test613
MULQ.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;69.08;test614
KDEV.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=KDEV.ST;67.93;test615
INTU.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=INTU.ST;67.5;test616
ALELIO-TO-1.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ALELIO-TO-1.ST;65.86;test617
ULED.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ULED.NGM;57.58;test618
ELN.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ELN.ST;53.08;test619
BRIOX.NGM;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=BRIOX.NGM;47.23;test620
WESC.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;44.31;test621
TOBIN-PREF.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=TOBIN-PREF.ST;38.48;test622
43464.ST;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=43464.ST;21.49;test623
